GEO.id	GEO.id2	GEO.display-label	NAICS.id	YEAR.id	ESTAB
0400000US01	1	Alabama	56	2012	4118
0400000US01	1	Alabama	561	2012	3799
0400000US01	1	Alabama	5611	2012	244
0400000US01	1	Alabama	56111	2012	244
0400000US01	1	Alabama	561110	2012	244
0400000US01	1	Alabama	5612	2012	80
0400000US01	1	Alabama	56121	2012	80
0400000US01	1	Alabama	561210	2012	80
0400000US01	1	Alabama	5613	2012	520
0400000US01	1	Alabama	56131	2012	63
0400000US01	1	Alabama	561311	2012	35
0400000US01	1	Alabama	561312	2012	28
0400000US01	1	Alabama	56132	2012	403
0400000US01	1	Alabama	561320	2012	403
0400000US01	1	Alabama	56133	2012	54
0400000US01	1	Alabama	561330	2012	54
0400000US01	1	Alabama	5614	2012	322
0400000US01	1	Alabama	56141	2012	21
0400000US01	1	Alabama	561410	2012	21
0400000US01	1	Alabama	56142	2012	54
0400000US01	1	Alabama	561421	2012	22
0400000US01	1	Alabama	561422	2012	32
0400000US01	1	Alabama	56143	2012	106
0400000US01	1	Alabama	561431	2012	65
0400000US01	1	Alabama	561439	2012	41
0400000US01	1	Alabama	56144	2012	52
0400000US01	1	Alabama	561440	2012	52
0400000US01	1	Alabama	56145	2012	3
0400000US01	1	Alabama	561450	2012	3
0400000US01	1	Alabama	5614501	2012	1
0400000US01	1	Alabama	5614502	2012	2
0400000US01	1	Alabama	56149	2012	86
0400000US01	1	Alabama	561491	2012	23
0400000US01	1	Alabama	561492	2012	35
0400000US01	1	Alabama	561499	2012	28
0400000US01	1	Alabama	5615	2012	98
0400000US01	1	Alabama	56151	2012	52
0400000US01	1	Alabama	561510	2012	52
0400000US01	1	Alabama	56152	2012	9
0400000US01	1	Alabama	561520	2012	9
0400000US01	1	Alabama	56159	2012	37
0400000US01	1	Alabama	561591	2012	12
0400000US01	1	Alabama	561599	2012	25
0400000US01	1	Alabama	5616	2012	345
0400000US01	1	Alabama	56161	2012	188
0400000US01	1	Alabama	561611	2012	52
0400000US01	1	Alabama	561612	2012	123
0400000US01	1	Alabama	561613	2012	13
0400000US01	1	Alabama	56162	2012	157
0400000US01	1	Alabama	561621	2012	111
0400000US01	1	Alabama	561622	2012	46
0400000US01	1	Alabama	5617	2012	2029
0400000US01	1	Alabama	56171	2012	268
0400000US01	1	Alabama	561710	2012	268
0400000US01	1	Alabama	56172	2012	613
0400000US01	1	Alabama	561720	2012	613
0400000US01	1	Alabama	56173	2012	990
0400000US01	1	Alabama	561730	2012	990
0400000US01	1	Alabama	56174	2012	71
0400000US01	1	Alabama	561740	2012	71
0400000US01	1	Alabama	56179	2012	87
0400000US01	1	Alabama	561790	2012	87
0400000US01	1	Alabama	5619	2012	161
0400000US01	1	Alabama	56191	2012	11
0400000US01	1	Alabama	561910	2012	11
0400000US01	1	Alabama	56192	2012	24
0400000US01	1	Alabama	561920	2012	24
0400000US01	1	Alabama	56199	2012	126
0400000US01	1	Alabama	561990	2012	126
0400000US01	1	Alabama	5619901	2012	1
0400000US01	1	Alabama	5619902	2012	4
0400000US01	1	Alabama	5619903	2012	37
0400000US01	1	Alabama	5619909	2012	84
0400000US01	1	Alabama	562	2012	319
0400000US01	1	Alabama	5621	2012	127
0400000US01	1	Alabama	56211	2012	127
0400000US01	1	Alabama	562111	2012	104
0400000US01	1	Alabama	562112	2012	6
0400000US01	1	Alabama	562119	2012	17
0400000US01	1	Alabama	5622	2012	65
0400000US01	1	Alabama	56221	2012	65
0400000US01	1	Alabama	562211	2012	17
0400000US01	1	Alabama	562212	2012	41
0400000US01	1	Alabama	562213	2012	1
0400000US01	1	Alabama	562219	2012	6
0400000US01	1	Alabama	5629	2012	127
0400000US01	1	Alabama	56291	2012	53
0400000US01	1	Alabama	562910	2012	53
0400000US01	1	Alabama	56292	2012	11
0400000US01	1	Alabama	562920	2012	11
0400000US01	1	Alabama	56299	2012	63
0400000US01	1	Alabama	562991	2012	48
0400000US01	1	Alabama	562998	2012	15
0400000US02	2	Alaska	56	2012	1131
0400000US02	2	Alaska	561	2012	998
0400000US02	2	Alaska	5611	2012	80
0400000US02	2	Alaska	56111	2012	80
0400000US02	2	Alaska	561110	2012	80
0400000US02	2	Alaska	5612	2012	80
0400000US02	2	Alaska	56121	2012	80
0400000US02	2	Alaska	561210	2012	80
0400000US02	2	Alaska	5613	2012	51
0400000US02	2	Alaska	56131	2012	4
0400000US02	2	Alaska	561311	2012	2
0400000US02	2	Alaska	561312	2012	2
0400000US02	2	Alaska	56132	2012	40
0400000US02	2	Alaska	561320	2012	40
0400000US02	2	Alaska	56133	2012	7
0400000US02	2	Alaska	561330	2012	7
0400000US02	2	Alaska	5614	2012	77
0400000US02	2	Alaska	56141	2012	12
0400000US02	2	Alaska	561410	2012	12
